"","word","weight1","weight2","weight3","weight4","weight5","weight6","num1","num2","num3","num4","num5","num6","classnum"
"1","各位大大",0.0070123825381336,0,0,0,0,0,97,0,0,0,0,0,1
"2","請問各位",0.00405170301891416,0,0,0,0,0,56,0,0,0,0,0,1
"3","大家好",0.00607415522067028,0,0,0,0,0,84,0,0,0,0,0,1
"4","不知道",0.00510955202092127,0,0,0.00057001178181133,0,0,113,0,0,8,0,0,2
"6","找教授",0.00542531522614623,0,0,0.000285041788115051,0,0,120,0,0,4,0,0,2
"9","想請問",0.00749814108587348,0,0,0,0,0.00525013522834684,166,0,0,0,0,2,2
"11","學長姐",0.00389078204887931,0,0,0.000356291015853027,0,0,86,0,0,5,0,0,2
"14","大的",0.00276111952368303,0,0,0.000712469867052587,0,0,61,0,0,10,0,0,2
"15","大電",0.00397943073133285,0,0,0,0,0,55,0,0,0,0,0,1
"23","中興",0.00527989016974848,0,0,0,0,0,73,0,0,0,0,0,1
"25","今年",0.0059213365659257,0,0,0.00121093195652229,0,0,131,0,0,17,0,0,2
"29","台科",0.00348423346472635,0,0,0.000213788073226035,0,0,77,0,0,3,0,0,2
"35","成大",0.00731804603809936,0,0,0.00113973653054837,0,0,162,0,0,16,0,0,2
"42","所的",0.00267069777646287,0,0,0.000356291015853027,0,0,59,0,0,5,0,0,2
"45","的話",0.00262548419276593,0,0,0.00163801045602239,0,0,58,0,0,23,0,0,2
"49","是否",0.00343905238085995,0,0,0.000498776012136212,0,0,76,0,0,7,0,0,2
"54","推甄",0.00307753874228762,0,0,0.00156684190047187,0,0,68,0,0,22,0,0,2
"60","備上",0.00357459022007471,0,0,0.000427535757005078,0,0,79,0,0,6,0,0,2
"62","想問",0.00325831000074929,0,0,0.000213788073226035,0,0,72,0,0,3,0,0,2
"63","感謝",0.00492907632880306,0,0,0.000641243066595225,0,0,109,0,0,9,0,0,2
"67","電子",0.00325831000074929,0,0,0,0.0114864145110319,0,72,0,0,0,2,0,2
"68","電機",0.00643506949270637,0,0,0,0,0,89,0,0,0,0,0,1
"70","請益",0.0420967503615601,0,0,0,0,0,588,0,0,0,0,0,1
"71","請問",0.00307753874228762,0,0,0,0,0.00525013522834684,68,0,0,0,0,2,2
"75","應該",0.00361976589184458,0,0,0.00113973653054837,0,0,80,0,0,16,0,0,2
"78","乙",0.00614634383806495,0,0,0,0,0,85,0,0,0,0,0,1
"86","友",0.00262548419276593,0,0,0.000498776012136212,0,0,58,0,0,7,0,0,2
"92","方",0.00528999892903768,0.00444693768237704,0,0,0,0,117,39,0,0,0,0,2
"100","甲",0.00316792798188911,0.00205460488332584,0,0,0,0,70,18,0,0,0,0,2
"103","回",0.00384561719741366,0,0,0.000712469867052587,0,0,85,0,0,10,0,0,2
"111","身",0.00248983259959436,0,0,0.00128212290268335,0,0,55,0,0,18,0,0,2
"115","念",0.00253505160447623,0,0,0.00106853662419774,0,0,56,0,0,15,0,0,2
"125","指",0.00262548419276593,0,0,0.000285041788115051,0,0,58,0,0,4,0,0,2
"132","們",0.0064171405388185,0.00205460488332584,0,0,0,0,142,18,0,0,0,0,2
"133","原",0.00405170301891416,0,0,0,0,0,56,0,0,0,0,0,1
"135","差",0.00321311989383976,0,0,0.000427535757005078,0,0,71,0,0,6,0,0,2
"140","班",0.00596641863361028,0,0,0.000285041788115051,0,0,132,0,0,4,0,0,2
"142","做",0.00614672894300662,0,0,0.000783692183747745,0,0,136,0,0,11,0,0,2
"149","部",0.00271590955338711,0.00421931428124888,0,0,0,0,60,37,0,0,0,0,2
"167","解",0.00456803855581785,0,0,0,0.0114864145110319,0,101,0,0,0,2,0,2
"168","試",0.00407142342737985,0.00353616917958962,0,0,0,0,90,31,0,0,0,0,2
"171","路",0.00253505160447623,0,0,0.000498776012136212,0,0,56,0,0,7,0,0,2
"179","網",0.00470344122215983,0,0,0.000427535757005078,0,0,104,0,0,6,0,0,2
"183","寫",0.00262548419276593,0,0,0.00199378609855383,0,0,58,0,0,28,0,0,2
"185","確",0.00248983259959436,0,0,0.000712469867052587,0,0,55,0,0,10,0,0,2
"190","導",0.00262548419276593,0,0,0.000427535757005078,0,0,58,0,0,6,0,0,2
"193","幫",0.00895945444254122,0,0,0,0,0,124,0,0,0,0,0,1
"198","醫",0.00276111952368303,0.00399164507603526,0,0,0,0,61,35,0,0,0,0,2
"200","關",0.00434233142887159,0,0,0.000997332236906464,0,0,96,0,0,14,0,0,2
"201","類",0.00258026880215185,0,0,0.000356291015853027,0,0,57,0,0,5,0,0,2
"202","讀",0.00515466644609208,0,0,0.00156684190047187,0,0,114,0,0,22,0,0,2
"204","謝謝大家",0.0041239724180876,0,0,0,0,0,57,0,0,0,0,0,1
"205","清大",0.0042971845997325,0,0,0.000427535757005078,0,0,95,0,0,6,0,0,2
"208","統",0.00244461178736227,0,0,0,0.0114864145110319,0,54,0,0,0,2,0,2
"212","碩士班招生",0,0.0027369291908356,0,0,0,0,0,15,0,0,0,0,1
"213","網路報名",0,0.00328381828352053,0,0,0,0,0,18,0,0,0,0,1
"214","有興趣",0,0.00205460488332584,0,0.000356291015853027,0,0,0,18,0,5,0,0,2
"215","的同學",0,0.00251067749314588,0,0.000783692183747745,0,0,0,22,0,11,0,0,2
"216","的研究",0,0.0029665663323921,0,0.000213788073226035,0,0,0,26,0,3,0,0,2
"217","祝大家",0,0.00364831914570604,0,0,0,0,0,20,0,0,0,0,1
"218","管理學",0,0.0027369291908356,0,0,0,0,0,15,0,0,0,0,1
"219","學年度",0,0.00419493271362811,0,0,0,0,0,23,0,0,0,0,1
"222","入學",0,0.00251067749314588,0,0.000356291015853027,0,0,0,22,0,5,0,0,2
"223","下午",0,0.00346607789877129,0,0,0,0,0,19,0,0,0,0,1
"225","加入",0,0.00383054202802637,0,0,0,0,0,21,0,0,0,0,1
"226","台灣",0,0.00171242973736635,0,0.00106853662419774,0,0,0,15,0,15,0,0,2
"227","本系",0,0.00346607789877129,0,0,0,0,0,19,0,0,0,0,1
"228","本校",0,0.00383054202802637,0,0,0,0,0,21,0,0,0,0,1
"229","企業",0,0.00194055799935333,0,0.000427535757005078,0,0,0,17,0,6,0,0,2
"230","合作",0,0.00328381828352053,0,0,0,0,0,18,0,0,0,0,1
"231","同學",0,0.00308050984540359,0,0.000641243066595225,0,0,0,27,0,9,0,0,2
"232","地點",0,0.00328381828352053,0,0,0,0,0,18,0,0,0,0,1
"233","我們",0,0.00626627815319333,0,0.000783692183747745,0,0,0,55,0,11,0,0,2
"234","系所",0,0.00308050984540359,0,0.000213788073226035,0,0,0,27,0,3,0,0,2
"236","招生",0,0.0100152194400378,0,0,0,0,0,55,0,0,0,0,1
"237","科系",0,0.0027369291908356,0,0,0,0,0,15,0,0,0,0,1
"238","計畫",0,0.00251067749314588,0,0.000285041788115051,0,0,0,22,0,4,0,0,2
"239","面試",0,0.00216864027237479,0,0.00313151693315358,0,0,0,19,0,44,0,0,2
"240","國立",0,0.00410548540530485,0,0.000213788073226035,0,0,0,36,0,3,0,0,2
"241","國際",0,0.0076529868752631,0,0,0,0,0,42,0,0,0,0,1
"242","專業",0,0.00319444188431878,0,0.00057001178181133,0,0,0,28,0,8,0,0,2
"243","情報",0,0.0273645152293963,0,0,0,0,0,151,0,0,0,0,1
"244","教育",0,0.00205460488332584,0,0.000213788073226035,0,0,0,18,0,3,0,0,2
"245","產業",0,0.00474138109991082,0,0,0,0,0,26,0,0,0,0,1
"246","設計",0,0.00444693768237704,0,0.00192263991953392,0,0,0,39,0,27,0,0,2
"247","通訊",0,0.00383054202802637,0,0,0,0,0,21,0,0,0,0,1
"248","連結",0,0.00383054202802637,0,0,0,0,0,21,0,0,0,0,1
"249","報名",0,0.0110281740174971,0,0.00057001178181133,0,0,0,97,0,8,0,0,2
"250","報考",0,0.00467451529784641,0,0.000356291015853027,0,0,0,41,0,5,0,0,2
"252","筆試",0,0.00251067749314588,0,0.000641243066595225,0,0,0,22,0,9,0,0,2
"254","暨大",0,0.00310154029625066,0,0,0,0,0,17,0,0,0,0,1
"256","網址",0,0.00583378272667698,0,0,0,0,0,32,0,0,0,0,1
"257","網頁",0,0.00346607789877129,0,0,0,0,0,19,0,0,0,0,1
